,case_number,date,year,type,country,area,location,activity,name,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,pdf,href_formula,href,case_number_1,case_number_2,original_order,unnamed_22,unnamed_23
385,2015.07.25,2015-07-25,2015,Unprovoked,Australia,Tasmania,unknown,Diving,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
390,2015.07-10,2015-07-10,2015,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
395,2015.07.03,2015-07-03,2015,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
396,2015.07.02,2015-07-02,2015,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
397,2015.07.01,2015-07-01,2015,Unprovoked,Usa,North Carolina,unknown,Swimming,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
399,2015.06.30.a,2015-06-30,2015,Unprovoked,Usa,South Carolina,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
400,2015.06.27.b,2015-06-27,2015,Unprovoked,Usa,North Carolina,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
401,2015.06.27.a,2015-06-27,2015,Unprovoked,South africa,Western Cape Province,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
403,2015.06.26.b,2015-06-26,2015,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
404,2015.06.26.a,2015-06-26,2015,Unprovoked,Usa,South Carolina,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
407,2015.06.24.b,2015-06-24,2015,Unprovoked,Usa,North Carolina,unknown,Swimming,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
408,2015.06.24.a,2015-06-24,2015,Unprovoked,Australia,Western Australia,unknown,Surfing,unknown,F,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
412,2015.06.14.b,2015-06-14,2015,Unprovoked,Usa,North Carolina,unknown,Wading,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
413,2015.06.14.a,2015-06-14,2015,Unprovoked,Usa,North Carolina,unknown,Wading,unknown,F,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
415,2015.06.11,2015-06-11,2015,Unprovoked,Usa,North Carolina,unknown,Bathing,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
416,2015.06.07,2015-06-07,2015,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
418,2015.06.01,2015-06-01,2015,Unprovoked,Reunion,Le Port,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
427,2015.05.03,2015-05-03,2015,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
428,2015.05.02,2015-05-02,2015,Unprovoked,South africa,Eastern Cape Province,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
430,2015.04.26,2015-04-26,2015,Unprovoked,Usa,Florida,unknown,Wading,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
431,2015.04.25,2015-04-25,2015,Unprovoked,Australia,South Australia,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
432,2015.04.24.c,2015-06-24,2015,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
434,2015.04.12,2015-04-12,2015,Unprovoked,Reunion,Saint-Gilles-les-Bains,unknown,Surfing,unknown,M,0,unknown,Y,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
436,2015.04.03,2015-04-03,2015,Unprovoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
441,2015.03.18,2015-03-18,2015,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
442,2015.03.16,2015-03-16,2015,Unprovoked,French polynesia,Bora Bora,unknown,Bathing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
447,2015.02.14,2015-02-14,2015,Unprovoked,Reunion,d’Étang-Salé,unknown,Swimming,unknown,F,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
448,2015.02.09,2015-02-09,2015,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
449,2015.02.08,2015-02-08,2015,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Dawn,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
451,2015.01.30,2015-01-30,2015,Provoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Dawn,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
452,2015.01.27,2015-01-27,2015,Provoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Dawn,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
457,2015.01.17,2015-01-17,2015,Provoked,Australia,New South Wales,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
460,2015.01.06,2015-01-06,2015,Unprovoked,Bahamas,Abaco Islands,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
461,2015.01.03,2015-01-03,2015,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Morning,raggedtooth,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
464,2014.12.29.a,2014-12-29,2014,Unprovoked,Australia,Western Australia,unknown,Fishing,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
467,2014.12.28.b,2014-12-28,2014,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
468,2014.12.28.a,2014-12-28,2014,Provoked,Australia,Victoria,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
470,2014.12.15,2014-12-15,2014,Unprovoked,Australia,Queensland,unknown,Fishing,unknown,M,0,unknown,Y,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
476,2014.11.16,2014-11-16,2014,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
477,2014.11.13,2014-11-13,2014,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
480,2014.10.31,2014-10-31,2014,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,F,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
482,2014.10.22,2014-10-22,2014,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,F,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
485,2014.10.18,2014-10-18,2014,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
486,2014.10.17,2014-10-17,2014,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,F,0,unknown,N,Dawn,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
490,2014.10.05.b,2014-10-05,2014,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
492,2014.10.05.a,2014-10-05,2014,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
493,2014.10.03.b,2014-10-03,2014,Provoked,Usa,California,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
494,2014.10.03.a,2014-10-03,2014,Provoked,Usa,California,unknown,Bathing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
495,2014.10.02.b,2014-10-02,2014,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
496,2014.10.02.a,2014-10-02,2014,Unprovoked,Australia,Western Australia,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
500,2014.09.09,2014-09-09,2014,Unprovoked,Australia,New South Wales,unknown,Swimming,unknown,M,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
501,2014.09.06,2014-09-06,2014,Unprovoked,Usa,Alabama,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
502,2014.09.03,2014-09-03,2014,Provoked,Usa,Massachusetts,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
503,2014.09.02,2014-09-02,2014,Provoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
505,2014.08.31,2014-08-31,2014,Unprovoked,Usa,Florida,unknown,Surfing,unknown,F,0,unknown,N,Afternoon,spinner,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
515,2014.08.12,2014-08-12,2014,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
519,2014.08.08,2014-08-08,2014,Unprovoked,Usa,Louisiana,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
520,2014.08.06,2014-08-06,2014,Unprovoked,Usa,South Carolina,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
524,2014.08.01,2014-08-01,2014,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
527,2014.07.22,2014-07-22,2014,Unprovoked,Reunion,Saint-Leu,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
530,2014.07.16,2014-07-16,2014,Unprovoked,Usa,Hawaii,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
531,2014.07.14,2014-07-14,2014,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
535,2014.07.05.b,2014-07-05,2014,Provoked,Usa,California,unknown,Swimming,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
537,2014.07.03,2014-07-03,2014,Unprovoked,Usa,South Carolina,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
539,2014.06.25,2014-06-25,2014,Unprovoked,Bahamas,Abaco Islands,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,caribbean_reef,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
544,2014.06.09.b,2014-06-09,2014,Unprovoked,Usa,Delaware,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
545,2014.06.09.a,2014-06-09,2014,Unprovoked,Australia,South Australia,unknown,Bathing,unknown,M,0,unknown,N,Morning,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
548,2014.06.01.c,2014-06-01,2014,Unprovoked,Usa,Florida,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
552,2014.05.23,2014-05-23,2014,Unprovoked,France,Wallis and Futuna,unknown,Diving,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
555,2014.05.14,2014-05-14,2014,Unprovoked,Australia,South Australia,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
559,2014.05.06,2014-05-06,2014,Unprovoked,Usa,South Carolina,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
561,2014.05.01,2014-05-01,2014,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
566,2014.04.12,2014-04-12,2014,Provoked,South africa,Eastern Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Morning,raggedtooth,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
569,2014.04.03,2014-04-03,2014,Unprovoked,Australia,New South Wales,unknown,Swimming,unknown,F,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
571,2014.03.22.b,2014-03-22,2014,Unprovoked,South africa,Eastern Cape Province,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
577,2014.03.12,2014-03-12,2014,Unprovoked,Australia,New South Wales,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,wobbegong,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
580,2014.02.20,2014-02-20,2014,Unprovoked,French polynesia,Society Islands,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
584,2014.02.07,2014-02-07,2014,Unprovoked,New zealand,South Island,unknown,Surfing,unknown,M,0,unknown,N,Night,broadnose_sevengill,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
590,2013.12.25,2013-12-25,2013,Unprovoked,New caledonia,North Province,unknown,Bathing,unknown,M,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
591,2013.12.16,2013-12-16,2013,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
593,2013.12.11,2013-12-11,2013,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
594,2013.12.10,2013-12-10,2013,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
595,2013.12.05,2013-12-05,2013,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,wobbegong,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
597,2013.11.30,2013-11-30,2013,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
599,2013.11.23.a,2013-11-23,2013,Unprovoked,Australia,Western Australia,unknown,Surfing,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
600,2013.11.22,2013-11-22,2013,Unprovoked,Usa,Oregon,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
601,2013.11.12,2013-11-12,2013,Unprovoked,Australia,Western Australia,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
605,2013.10.31,2013-10-31,2013,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
606,2013.10.28,2013-10-28,2013,Unprovoked,Australia,Western Australia,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
607,2013.10.26.b,2013-10-26,2013,Unprovoked,Reunion,d’Étang-Salé,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
608,2013.10.26.a,2013-10-26,2013,Unprovoked,Australia,Western Australia,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
609,2013.10.24,2013-10-24,2013,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,wobbegong,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
610,2013.10.23,2013-10-23,2013,Unprovoked,Usa,Hawaii,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
611,2013.10.20,2013-10-20,2013,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
612,2013.10.19,2013-10-19,2013,Unprovoked,Usa,Florida,unknown,Wading,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
613,2013.10.11,2013-10-11,2013,Unprovoked,South africa,Eastern Cape Province,unknown,Swimming,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
614,2013.10.08,2013-10-08,2013,Unprovoked,Australia,Western Australia,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
615,2013.10.05,2013-10-06,2013,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
616,2013.10.05,2013-10-10,2013,Unprovoked,Usa,Florida,unknown,Wading,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
622,2013.09.14,2013-09-14,2013,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
623,2013.09.12,2013-09-12,2013,Unprovoked,Usa,Florida,unknown,Surfing,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
625,2013.09.07.b,2013-09-07,2013,Provoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
626,2013.09.07.a,2013-09-07,2013,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
630,2013.09.01.a,2013-09-01,2013,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
632,2013.08.31.a,2013-08-31,2013,Unprovoked,Usa,California,unknown,Swimming,unknown,M,0,unknown,N,Night,salmon,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
634,2013.08.26,2013-08-26,2013,Provoked,France,Bay of Biscay,unknown,Bathing,unknown,M,0,unknown,N,Night,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
638,2013.08.17,2013-08-17,2013,Unprovoked,Usa,California,unknown,Surfing,unknown,F,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
